"","es1","es2"
"772",-13.885142970988,-9.5360990961481
"548",-14.8952745433187,-6.15405562691557
"268",-12.0200044393372,-9.10022604911352
"468",-13.8004127680654,-5.49767703676884
"76",-13.4874436586985,-6.82268139753912
"620",-11.8102146756837,-6.18676552277473
"44",-15.7686300258381,-4.32715904067785
"244",-15.8593314773935,-3.84965258366849
"684",-10.8092946139028,-7.5114521482376
"188",-13.1968821445737,-4.00309549297644
"412",-12.2402969703274,-4.63092042814586
"100",-11.3484951067791,-2.97471400490591
"642",-11.6007161317938,-4.16452526733953
"787",-15.2682839375782,-5.63042641920579
"638",-15.5650471020251,-4.61668912815125
